source,brand,month,season_code,account,gender,category,sub_category,sub2,item_keyword,item_display,silhouette,wash,material_hints,dominant_colors,pattern,trend_strength,details,visibility_score,confidence,images,dedup_hash,schema_version,v2_category,base_garment,attributes,trend_tags,legacy_sub2,visibility_axes,raw_visual_terms,needs_review,review_reasons,garment_id
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bottom,Denim,Slim Denim,Jeans,Jeans,,Medium,[],"[""Blue""]",,5,"{""fit"": ""Slim"", ""waist_rise"": ""Mid"", ""hem_length"": ""Ankle"", ""wash"": ""Medium""}",10,88,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_0.jpg""}]",afda05914035df78_3,2.0.0,Bottom,Jeans,"{""leg_width"": ""Slim"", ""rise"": ""Mid"", ""bottom_length"": ""Ankle"", ""wash"": ""Medium"", ""color_family"": ""Blue""}","[""Streetwear"", ""Y2K""]",Slim Denim,"{""overall"": 0.95, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Visible"", ""full_leg"": ""Visible"", ""hem"": ""Visible""}","[""blue jeans"", ""belt"", ""zipper detail""]",,[],g4
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,ACC,,Belt,Belt,Belt,,,"[""Leather""]","[""Black""]",Solid,5,"{""material"": ""Leather"", ""pattern"": ""Solid""}",10,93,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_0.jpg""}]",afda05914035df78_4,2.0.0,Accessory,Belt,"{""material"": ""Leather"", ""pattern"": ""Solid"", ""color_family"": ""Black""}","[""Streetwear"", ""Y2K""]",Belt,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black belt"", ""silver buckle"", ""eyelets""]",,[],g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Other Headwear,Other Headwear,Other Headwear,,,[],"[""Black""]",Stripe,5,"{""pattern"": ""Stripe""}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_1.jpg""}]",dcd79396c6c82368_0,2.0.0,Headwear,Other Headwear,"{""pattern"": ""Stripe"", ""color_family"": ""Black""}",[],Other Headwear,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""bandana"", ""head wrap"", ""striped"", ""black and white""]",,[],g1
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Outer,Warm-up & Heavy,Fur Jacket,Fur Jacket,Fur Jacket,,,"[""Fur""]","[""Brown""]",,5,"{""fit"": ""Relaxed"", ""material"": ""Fur""}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_1.jpg""}]",dcd79396c6c82368_1,2.0.0,Outer,Fur Jacket,"{""fit_ease"": ""Relaxed"", ""material"": ""Fur"", ""color_family"": ""Brown""}",[],Fur Jacket,"{""overall"": 1.0, ""shoulder_area"": ""Visible"", ""neckline"": ""Visible"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Partially Visible""}","[""faux fur jacket"", ""brown fur"", ""short jacket""]",,[],g2
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bottom,Denim,Wide Denim,Jeans,Jeans,,Medium,"[""Denim""]",[],,5,"{""fit"": ""Wide"", ""material"": ""Denim"", ""leg_shape"": ""Barrel"", ""waist_rise"": ""Mid"", ""hem_length"": ""Full"", ""wash"": ""Medium""}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_1.jpg""}]",dcd79396c6c82368_2,2.0.0,Bottom,Jeans,"{""fit_ease"": ""Baggy"", ""material"": ""Denim"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Curved-leg"", ""leg_shape_term"": ""Barrel"", ""rise"": ""Mid"", ""bottom_length"": ""Full"", ""wash"": ""Medium""}","[""baggy jeans"", ""barrel jeans""]",Wide Denim,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Visible"", ""full_leg"": ""Visible"", ""hem"": ""Partially Visible""}","[""blue jeans"", ""loose fit"", ""curved leg"", ""denim pants""]",,[],g3
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bag,Unknown,Handheld Bag (Unknown form),Bag,Bag,,,[],"[""Black""]",,5,"{""bag_type"": ""Unknown"", ""bag_size"": ""Medium"", ""bag_structure"": ""Structured"", ""bag_orientation"": ""Balanced"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Plain"", ""carry_method"": [""Handheld""]}",10,85,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_1.jpg""}]",dcd79396c6c82368_3,2.0.0,Bag,Bag,"{""bag_type"": ""Unknown"", ""carry_methods"": [""Handheld""], ""bag_size"": ""Medium"", ""bag_structure"": ""Structured"", ""bag_orientation"": ""Balanced"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""color_family"": ""Black"", ""bag_surface"": ""Plain""}",[],Handheld Bag (Unknown form),"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black bag"", ""top handle bag"", ""structured bag""]",1,"[""bag_type is Unknown due to lack of clear form cues""]",g4
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,ACC,,Belt,Belt,Belt,,,"[""Leather""]","[""Black""]",,5,"{""material"": ""Leather"", ""surface_finish"": ""Studded""}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_1.jpg""}]",dcd79396c6c82368_4,2.0.0,Accessory,Belt,"{""material"": ""Leather"", ""color_family"": ""Black"", ""surface_finish"": ""Studded""}",[],Belt,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black belt"", ""studded belt"", ""metal details""]",,[],g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Other Headwear,Other Headwear,Other Headwear,,,[],"[""Black""]",Graphic,5,"{""pattern"": ""Graphic""}",10,88,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_2.jpg""}]",ded6906f692115d8_0,2.0.0,Headwear,Other Headwear,"{""pattern"": ""Graphic"", ""color_family"": ""Black""}",[],Other Headwear,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""head wrap"", ""bandana"", ""patterned""]",,[],g1
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Outer,Warm-up & Heavy,Fur Jacket,Fur Jacket,Fur Jacket,,,"[""Fur""]","[""Brown""]",,5,"{""fit"": ""Relaxed"", ""material"": ""Fur"", ""sleeve_length"": ""Long""}",10,98,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_2.jpg""}]",ded6906f692115d8_1,2.0.0,Outer,Fur Jacket,"{""fit_ease"": ""Relaxed"", ""material"": ""Fur"", ""sleeve_length"": ""Long"", ""color_family"": ""Brown""}",[],Fur Jacket,"{""overall"": 1.0, ""shoulder_area"": ""Visible"", ""neckline"": ""Visible"", ""waistline"": ""Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Visible""}","[""faux fur"", ""cropped jacket"", ""zipper""]",,[],g2
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bottom,Denim,Wide Denim,Jeans,Jeans,,Dark,"[""Denim""]",[],,5,"{""fit"": ""Wide"", ""material"": ""Denim"", ""leg_shape"": ""Straight"", ""waist_rise"": ""Mid"", ""hem_length"": ""Full"", ""wash"": ""Dark""}",10,98,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_2.jpg""}]",ded6906f692115d8_2,2.0.0,Bottom,Jeans,"{""fit_ease"": ""Baggy"", ""material"": ""Denim"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Straight-leg"", ""leg_shape_term"": ""Straight"", ""rise"": ""Mid"", ""bottom_length"": ""Full"", ""wash"": ""Dark""}","[""baggy jeans""]",Wide Denim,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Visible"", ""full_leg"": ""Visible"", ""hem"": ""Partially Visible""}","[""loose fit"", ""dark wash"", ""denim pants""]",,[],g3
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Shoes,,Other Shoes,Other Shoes,Other Shoes,,,[],"[""Black""]",,5,"{""toe_style"": ""Round""}",7,83,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_2.jpg""}]",ded6906f692115d8_3,2.0.0,Shoes,Other Shoes,"{""color_family"": ""Black"", ""toe_style"": ""Round""}",[],Other Shoes,"{""overall"": 0.7, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black shoes"", ""loafers"", ""dress shoes""]",,[],g4
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bag,Shoulder Bag,Hobo Bag,Bag,Bag,,,[],"[""Black""]",,5,"{""bag_type"": ""Hobo"", ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""East-West"", ""bag_geometry"": ""Crescent"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Leather"", ""carry_method"": [""Shoulder""]}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_2.jpg""}]",ded6906f692115d8_4,2.0.0,Bag,Bag,"{""bag_type"": ""Hobo"", ""carry_methods"": [""Shoulder""], ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""East-West"", ""bag_geometry"": ""Crescent"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Leather"", ""color_family"": ""Black""}",[],Hobo Bag,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black shoulder bag"", ""slouchy bag""]",,[],g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,[],"[""Black""]",Stripe,5,"{""pattern"": ""Stripe""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_3.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_3.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_3.jpg""}]",ce20ed4eac76c26c_0,2.0.0,Headwear,Baseball Cap,"{""pattern"": ""Stripe"", ""color_family"": ""Black""}",[],Baseball Cap,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""striped cap"", ""lettering on front""]",,[],g1
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Top,T-shirts,Hooded T-shirt,Hooded Tee,Hooded Tee,,,"[""Knit""]","[""Black""]",Stripe,5,"{""sleeve_length"": ""Long"", ""material"": ""Knit"", ""pattern"": ""Stripe"", ""collar"": ""Funnel Neck""}",7,75,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_3.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_3.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_3.jpg""}]",ce20ed4eac76c26c_2,2.0.0,Top,Hooded Tee,"{""sleeve_length"": ""Long"", ""material"": ""Knit"", ""fabric_structure"": ""Knit"", ""pattern"": ""Stripe"", ""color_family"": ""Black"", ""collar_style"": ""Funnel Neck""}",[],Hooded T-shirt,"{""overall"": 0.7, ""shoulder_area"": ""Visible"", ""neckline"": ""Visible"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""striped zip-up"", ""hood visible"", ""thin fabric"", ""worn under jacket""]",,[],g3
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bottom,Denim,Wide Denim,Jeans,Jeans,,Dark,"[""Denim""]","[""Blue""]",,5,"{""fit"": ""Wide"", ""leg_shape"": ""Straight"", ""waist_rise"": ""Mid"", ""hem_length"": ""Full"", ""material"": ""Denim"", ""wash"": ""Dark""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_3.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_3.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_3.jpg""}]",ce20ed4eac76c26c_3,2.0.0,Bottom,Jeans,"{""fit_ease"": ""Baggy"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Straight-leg"", ""leg_shape_term"": ""Straight"", ""rise"": ""Mid"", ""bottom_length"": ""Full"", ""material"": ""Denim"", ""color_family"": ""Blue"", ""wash"": ""Dark""}","[""baggy jeans""]",Wide Denim,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Visible"", ""hem"": ""Partially Visible""}","[""dark wash denim"", ""loose fit"", ""wide leg opening""]",,[],g4
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Shoes,,Chunky Boots,Chunky Boots,Chunky Boots,,,[],"[""Black""]",,5,"{""toe_style"": ""Round""}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_3.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_3.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_3.jpg""}]",ce20ed4eac76c26c_4,2.0.0,Shoes,Chunky Boots,"{""color_family"": ""Black"", ""toe_style"": ""Round""}","[""chunky sole""]",Chunky Boots,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black boots"", ""thick platform sole"", ""round toe""]",,[],g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Top,T-shirts,Hooded T-shirt,Hooded Tee,Hooded Tee,,,"[""Knit""]","[""Black""]",Stripe,5,"{""sleeve_length"": ""Long"", ""material"": ""Knit"", ""pattern"": ""Stripe""}",7,80,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_0,2.0.0,Top,Hooded Tee,"{""sleeve_length"": ""Long"", ""material"": ""Knit"", ""fabric_structure"": ""Knit"", ""pattern"": ""Stripe"", ""color_family"": ""Black""}","[""Y2K"", ""Streetwear""]",Hooded T-shirt,"{""overall"": 0.7, ""shoulder_area"": ""Partially Visible"", ""neckline"": ""Visible"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""striped zip-up"", ""hooded top"", ""black and white stripes""]",,[],g2
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bottom,Denim,Wide Denim,Jeans,Jeans,,Medium,"[""Denim""]","[""Blue""]",Solid,5,"{""fit"": ""Wide"", ""material"": ""Denim"", ""surface_finish"": ""Washed"", ""pattern"": ""Solid"", ""wash"": ""Medium""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_1,2.0.0,Bottom,Jeans,"{""fit_ease"": ""Baggy"", ""material"": ""Denim"", ""surface_finish"": ""Washed"", ""pattern"": ""Solid"", ""color_family"": ""Blue"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Straight-leg"", ""wash"": ""Medium""}","[""Y2K"", ""Streetwear"", ""Grunge""]",Wide Denim,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Visible"", ""full_leg"": ""Visible"", ""hem"": ""Visible""}","[""baggy denim"", ""washed jeans"", ""creased texture""]",,[],g3
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,[],"[""Black""]",Lettering,5,"{""pattern"": ""Lettering""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_2,2.0.0,Headwear,Baseball Cap,"{""pattern"": ""Lettering"", ""color_family"": ""Black""}","[""Streetwear""]",Baseball Cap,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black cap"", ""white lettering""]",,[],g4
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bag,Unknown,Handheld Bag (Unknown form),Bag,Bag,,,[],"[""Black""]",,5,"{""bag_type"": ""Unknown"", ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Studded"", ""carry_method"": [""Handheld""]}",10,90,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_3,2.0.0,Bag,Bag,"{""bag_type"": ""Unknown"", ""carry_methods"": [""Handheld""], ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Studded"", ""color_family"": ""Black""}","[""Grunge"", ""Y2K""]",Handheld Bag (Unknown form),"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""studded bag"", ""black bag"", ""short handle""]",1,"[""bag_type is Unknown""]",g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,[],"[""Black""]",Graphic,5,"{""pattern"": ""Graphic""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_5.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_5.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_5.jpg""}]",895a661dcb36e91a_0,2.0.0,Headwear,Baseball Cap,"{""pattern"": ""Graphic"", ""color_family"": ""Black""}",[],Baseball Cap,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""cap"", ""baseball cap"", ""black cap"", ""white graphic""]",,[],g1
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Outer,Warm-up & Heavy,Fur Jacket,Fur Jacket,Fur Jacket,,,"[""Fur""]","[""Brown""]",,5,"{""fit"": ""Relaxed"", ""material"": ""Fur""}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_5.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_5.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_5.jpg""}]",895a661dcb36e91a_1,2.0.0,Outer,Fur Jacket,"{""fit_ease"": ""Relaxed"", ""material"": ""Fur"", ""color_family"": ""Brown""}",[],Fur Jacket,"{""overall"": 1.0, ""shoulder_area"": ""Visible"", ""neckline"": ""Not Observable"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Visible""}","[""faux fur jacket"", ""shaggy fur"", ""brown fur"", ""warm jacket""]",,[],g2
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Bag,Shoulder Bag,Hobo Bag,Bag,Bag,,,"[""Leather""]","[""Black""]",,5,"{""bag_type"": ""Hobo"", ""bag_size"": ""Small"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""East-West"", ""bag_geometry"": ""Crescent"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Studded"", ""material"": ""Leather"", ""carry_method"": [""Handheld""]}",10,95,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_5.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_5.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_5.jpg""}]",895a661dcb36e91a_4,2.0.0,Bag,Bag,"{""bag_type"": ""Hobo"", ""carry_methods"": [""Handheld""], ""bag_size"": ""Small"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""East-West"", ""bag_geometry"": ""Crescent"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Studded"", ""material"": ""Leather"", ""color_family"": ""Black""}","[""hobo bag"", ""studded bag""]",Hobo Bag,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black bag"", ""small bag"", ""curved bag"", ""studs"", ""short handle""]",,[],g5
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Other Headwear,Other Headwear,Other Headwear,,,[],"[""Black""]",Stripe,5,"{""pattern"": ""Stripe""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_7.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_7.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_7.jpg""}]",98e26e99f4da249c_0,2.0.0,Headwear,Other Headwear,"{""pattern"": ""Stripe"", ""color_family"": ""Black""}",[],Other Headwear,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""sailor cap"", ""anchor graphic"", ""white stripes"", ""white rope detail""]",,[],g1
